name,version,ecosystem,vendor
parent-module,1.0.1,,
parse-json,4.0.0,,
parse5,7.1.2,,
path-exists,4.0.0,,
path-is-absolute,1.0.1,,
path-key,2.0.1,,
path-key,3.1.1,,
path-parse,1.0.7,,
path-type,3.0.0,,
path-type,4.0.0,,
pathe,1.1.1,,
pathval,1.1.1,,
patrickmn-go-cache,2.1.0,,
picocolors,1.0.0,,
picomatch,2.3.1,,
pidtree,0.3.1,,
pify,2.3.0,,
pify,3.0.0,,
pinia,2.1.6,,
pirates,4.0.6,,
pkg-types,1.0.3,,
pmezard-go-difflib,1.0.0,,
postcss-import,15.1.0,,
postcss-js,4.0.1,,
postcss-load-config,4.0.1,,
postcss-nested,6.0.1,,
postcss-selector-parser,6.0.13,,
postcss-value-parser,4.2.0,,
prelude-ls,1.2.1,,
prettier,2.8.8,npm,
prettier-linter-helpers,1.0.0,npm,
pretty-format,27.5.1,,
print.js,1.6.0,,
proto-list,1.2.4,,
protobuf,3.21.2,Go,
proxy-from-env,1.1.0,,
psl,1.9.0,,
querystringify,2.2.0,,
queue-microtask,1.2.3,,
read-cache,1.0.0,,
read-pkg,3.0.0,,
readdirp,3.6.0,,
regexp.prototype.flags,1.5.0,,
register-service-worker,1.7.2,,
remoting,v118.0.5993.70,,
requires-port,1.0.0,,
resolve-from,4.0.0,,
reusify,1.0.4,,
rimraf,3.0.2,,
rollup,3.28.0,,
rollup-pluginutils,5.0.3,,
run-parallel,1.2.0,,
rushstack-eslint-patch,1.3.3,npm,
safe-array-concat,1.0.0,,
safe-regex-test,1.0.0,crates.io,
safer-buffer,2.1.2,,
sass,1.65.1,,
saxes,6.0.0,,
shebang-command,1.2.0,,
shebang-command,2.0.0,,
shebang-regex,1.0.0,crates.io,
shebang-regex,3.0.0,crates.io,
side-channel,1.0.4,,
siginfo,2.0.0,,
slice-ansi,5.0.0,,
source-map,0.6.1,,
source-map-js,1.0.2,,
spdx-correct.js,3.2.0,,
spdx-exceptions,2.3.0,,
spdx-expression-parse.js,3.0.1,,
spdx-license-ids,3.0.13,,
stable-stringify,1.0.1,,
stackback,0.0.2,,
std-env,3.3.3,,
string-width,5.1.2,,
string.prototype.padend,3.1.4,,
string.prototype.trim,1.2.7,,
string.prototype.trimend,1.0.6,,
string.prototype.trimstart,1.0.6,,
strip-bom,3.0.0,,
strip-json-comments,3.1.1,,
strip-literal,1.3.0,,
sucrase,3.34.0,,
supports-preserve-symlinks-flag,1.0.0,,
symbol-tree,3.2.4,,
sys,0.3.0,,
tailwindcss,3.3.3,npm,
text-table,0.2.0,,
thenify,3.3.1,,
thenify-all,1.6.0,,
tinybench,2.5.0,,
tinypool,0.4.0,,
tinyspy,1.1.1,,
to-regex-range,5.0.1,crates.io,
tools,v118.0.5993.70,,
tough-cookie,4.1.3,,
tr46,3.0.0,,
ts-interface-checker,0.1.13,,
tsutils,3.21.0,,
type-check,0.4.0,,
type-detect,4.0.8,,
type-fest,0.20.2,,
typed-array-buffer,1.0.0,,
typed-array-byte-length,1.0.0,,
typed-array-byte-offset,1.0.0,,
typed-array-length,1.0.4,,
types-bootstrap,5.2.6,,
types-chai,4.3.5,,
types-chai-subset,1.3.3,,
types-crypto-js,4.1.1,,
types-estree,1.0.1,,
types-jsdom,20.0.1,,
types-json-schema,7.0.12,,
types-node,18.17.5,,
types-node,20.5.0,,
types-semver,7.5.0,,
types-tough-cookie,4.0.2,,
types-uuid,9.0.2,crates.io,
ufo,1.2.0,,
ui,v118.0.5993.70,,
unbox-primitive,1.0.2,,
universalify,0.2.0,,
unplugin,1.4.0,,
update-browserslist-db,1.0.11,,
upstream,3.1.18,,
uri-js,4.4.1,,
url-parse,1.5.10,,
util-deprecate,1.0.2,,
validate-npm-package-license,3.0.4,,
vite-node,0.29.8,npm,
vitejs,4.4.9,,
vitejs-plugin-vue,4.2.3,npm,
vitest,0.29.8,,
vitest-expect,0.29.8,,
vitest-runner,0.29.8,,
vitest-spy,0.29.8,,
vitest-utils,0.29.8,,
volar-language-core,1.10.0,,
volar-source-map,1.10.0,,
volar-typescript,1.10.0,npm,
vue-compiler-core,3.3.4,npm,
vue-compiler-dom,3.3.4,npm,
vue-compiler-sfc,3.3.4,npm,
vue-compiler-ssr,3.3.4,npm,
vue-component-type-helpers,1.8.4,npm,
vue-demi,0.14.5,npm,
vue-devtools-api,6.5.0,npm,
vue-eslint-config-prettier,7.1.0,npm,
vue-eslint-config-typescript,11.0.3,npm,
vue-eslint-parser,9.3.1,npm,
vue-i18n,9.2.2,npm,
vue-language-core,1.8.8,npm,
vue-reactivity,3.3.4,npm,
vue-reactivity-transform,3.3.4,npm,
vue-router,4.2.4,npm,
vue-runtime-core,3.3.4,npm,
vue-runtime-dom,3.3.4,npm,
vue-server-renderer,3.3.4,npm,
vue-shared,3.3.4,npm,
vue-test-utils,2.4.1,npm,
vue-tsc,1.8.8,npm,
vue-tsconfig,0.1.3,npm,
vue-typescript,1.8.8,npm,
vue.js,3.3.4,npm,
w3c-xmlserializer,4.0.0,,
webidl-conversions,7.0.0,,
webpack-sources,3.2.3,npm,
webpack-virtual-modules,0.5.0,npm,
whatwg-encoding,2.0.0,,
whatwg-mimetype,3.0.0,,
whatwg-url,11.0.0,,
which,1.3.1,,
which,2.0.2,,
which-boxed-primitive,1.0.2,,
which-typed-array,1.1.11,,
why-is-node-running,2.2.2,,
wmi,1.2.2,,
wrappy,1.0.2,,
xml-name-validator,4.0.0,,
xmlchars,2.2.0,,
yallist,4.0.0,,
yaml,1.10.2,,
yaml,2.3.1,,
yaml-eslint-parser,0.3.2,npm,
yocto-queue,0.1.0,,
yocto-queue,1.0.0,,
boost,1.6.0,,
gflags,2.1.1,,
openssl,1.0.2k,Debian,
snappy,1.1.3,,
zlib,1.2.8,Debian,
knockout,3.2.0,,
lesi.collections,3.3.1.4000,,
miniz,1.15,,
openssl,1.0.2,Debian,
protobuf,3.3.0,Go,
protobuf-net,2.0.0.668,Go,
googlemock,1.7.0,,
googletest,1.7.0,,
